Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
21:30:00,Monday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,,Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Other,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:15:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:15:00,Tuesday,31-50,Male,Elementary school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,,4,1,Going straight,Passenger,Female,18-30,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:15:00,Tuesday,18-30,Male,Elementary school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,4,1,Going straight,Driver or rider,Female,31-50,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
17:15:00,Tuesday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,,4,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
7:54:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Overturning,Slight Injury
7:54:00,Wednesday,18-30,Male,High school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,Under 18,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
7:45:00,Monday,Unknown,Female,Junior high school,Employee,1-2yr,Other,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,2,1,Turnover,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
7:45:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Other,One way,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
15:50:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,3,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:10:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
11:10:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,3,Reversing,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
11:10:00,Saturday,31-50,Male,High school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,3,Other,Pedestrian,Male,Over 51,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
18:00:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Going straight,Pedestrian,Male,Over 51,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
18:00:00,Tuesday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,,Office areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Going straight,Driver or rider,Male,Over 51,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Tuesday,Under 18,Male,High school,Employee,Above 10yr,Other,Owner,Above 10yr,,Residential areas,One way,Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:35:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:35:00,Friday,18-30,Male,Elementary school,Employee,1-2yr,Public (13?45 seats),Other,Unknown,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:30:00,Thursday,31-50,Male,Above high school,Employee,1-2yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,Under 18,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:30:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
15:45:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
13:25:00,Tuesday,Over 51,Male,Illiterate,Employee,2-5yr,Long lorry,Owner,Unknown,No defect,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:44:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Other,2,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
10:45:00,Friday,31-50,Male,Elementary school,Employee,2-5yr,Other,Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
0:06:00,Tuesday,Under 18,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,No defect,School areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:22:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
14:45:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,1-2yr,No defect,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Getting off,Driver or rider,Female,18-30,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
10:50:00,Monday,Unknown,Male,Elementary school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
16:41:00,Tuesday,Unknown,Male,High school,Owner,5-10yr,Public (> 45 seats),Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:45:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
9:15:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,,Office areas,Other,Tangent road with mountainous terrain and,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
9:15:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
4:30:00,Saturday,Unknown,Female,Above high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
4:30:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:52:00,Saturday,18-30,Male,Elementary school,Owner,Below 1yr,Public (> 45 seats),Owner,Above 10yr,No defect,Church areas,Other,Tangent road with flat terrain,Out of junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,2,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Overtaking,Slight Injury
16:10:00,Monday,Under 18,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Gentle horizontal curve,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Overtaking,na,na,na,Self-employed,NormalNormal,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:10:00,Monday,31-50,Male,Junior high school,Owner,2-5yr,Pick up upto 10Q,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,5,Reversing,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:10:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,No defect,Church areas,Unknown,Tangent road with mountainous terrain and,Y,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,5,Other,na,na,na,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
0:45:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Other,Vehicle with vehicle collision,2,1,Other,Passenger,Male,31-50,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
3:00:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Governmental,Above 10yr,,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
22:17:00,Saturday,Unknown,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,3,6,Going straight,Driver or rider,Female,18-30,Driver,Normal,Not a Pedestrian,Improper parking,Slight Injury
7:55:00,Thursday,31-50,Male,Elementary school,Employee,5-10yr,Public (> 45 seats),Governmental,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,Other,Normal,Not a Pedestrian,Other,Slight Injury
18:12:00,Friday,Under 18,Male,High school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
18:12:00,Friday,31-50,Male,High school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
23:30:00,Sunday,Under 18,Female,Elementary school,Employee,5-10yr,Long lorry,Owner,1-2yr,No defect,Office areas,Undivided Two way,Escarpments,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
13:36:00,Wednesday,Unknown,Female,Elementary school,Employee,5-10yr,Public (12 seats),Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,4,2,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
8:45:00,Tuesday,Unknown,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,2-5yrs,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Unknown,Slight Injury
9:43:00,Thursday,Unknown,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Gentle horizontal curve,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,,Pedestrian,Female,Under 18,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
17:29:00,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,Above 10yr,,Residential areas,Other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
